capacity,avg_voltage,min_voltage,avg_current,cycle,avg_temp,duration,SOH,RUL,cell
1.084923815266078,3.7326561816067874,2.6995368003845215,-0.5501671401027856,1,,,1.0,22,calce_CS2_33
1.086914530241463,3.7385455052057903,2.6996986865997314,-0.5501731634140015,2,,,1.0018348891851883,21,calce_CS2_33
0.970482326941386,3.7110047674624718,2.6993746757507324,-0.5501773677696692,3,,,0.8945165672332253,20,calce_CS2_33
1.0821840271353316,3.7361230750043855,2.6996986865997314,-0.5501149454537559,4,,,0.9974746723298036,19,calce_CS2_33
1.0807365864788965,3.733721777170646,2.6998608112335205,-0.5501882849621171,5,,,0.9961405319633853,18,calce_CS2_33
1.080027914867788,3.73409273143576,2.6996986865997314,-0.550195845736175,6,,,0.9954873325394841,17,calce_CS2_33
1.0779703420718603,3.728385587700275,2.6996986865997314,-0.5502003822006097,7,,,0.9935908189161536,16,calce_CS2_33
1.081642589266833,3.737487457786145,2.6996986865997314,-0.5502190911620232,8,,,0.99697561621095,15,calce_CS2_33
1.0802265679291363,3.7390062618656317,2.6998608112335205,-0.550223820600189,9,,,0.9956704357754468,14,calce_CS2_33
1.0751746232241466,3.7298402786254883,2.6998608112335205,-0.5502020155830223,10,,,0.9910139385782213,13,calce_CS2_33
1.0748919522221918,3.7300836084261224,2.6998608112335205,-0.5501837931604828,11,,,0.9907533940146517,12,calce_CS2_33
1.0732248813150687,3.7312564799341104,2.6995368003845215,-0.5501868881411471,12,,,0.9892168152395657,11,calce_CS2_33
1.0761079363315194,3.736861268176308,2.6998608112335205,-0.5502255528788024,13,,,0.9918741953946355,10,calce_CS2_33
1.0773895205504083,3.736852714995376,2.6998608112335205,-0.5502215523679718,14,,,0.9930554619507342,9,calce_CS2_33
1.0722137644948795,3.7304828975160245,2.6996986865997314,-0.5501746883836843,15,,,0.9882848448966147,8,calce_CS2_33
1.071898266384384,3.7312674613322243,2.6996986865997314,-0.5502013753531343,16,,,0.9879940428088956,7,calce_CS2_33
1.0719320457173964,3.732479650085255,2.6995368003845215,-0.5501876506259886,17,,,0.9880251780209144,6,calce_CS2_33
1.072268500111921,3.7332683306629373,2.6995368003845215,-0.5501739258988428,18,,,0.9883352960124179,5,calce_CS2_33
1.07546431647744,3.7398564091211632,2.6998608112335205,-0.5502035341182339,19,,,0.9912809557173209,4,calce_CS2_33
1.0727275891146064,3.736084651138823,2.6998608112335205,-0.5501945129895615,20,,,0.9887584492294692,3,calce_CS2_33
1.069011687687901,3.7269060510700034,2.6998608112335205,-0.5501678260201115,21,,,0.985333414794407,2,calce_CS2_33
1.0684305975753858,3.731075166134124,2.6998608112335205,-0.550167803307797,22,,,0.9847978102622373,1,calce_CS2_33
0.13303013810883613,4.024711871969289,3.968579053878784,-0.5501855735121102,23,,,0.12261703193989748,0,calce_CS2_33
1.061268993987834,3.7242956385653243,2.6998608112335205,-0.5501516313634367,24,,,0.9781967904608649,0,calce_CS2_33
1.062531846826439,3.7273942680440397,2.6996986865997314,-0.550189312451925,25,,,0.9793607918597055,0,calce_CS2_33
1.0670811216978429,3.73612242150814,2.6993746757507324,-0.5502160442636368,26,,,0.9835539663549009,0,calce_CS2_33
1.0650201470031635,3.727339715146004,2.6998608112335205,-0.5501517229891838,27,,,0.9816543171208448,0,calce_CS2_33
1.060894323891839,3.722134373126886,2.6998608112335205,-0.5501424033417661,28,,,0.9778514481513655,0,calce_CS2_33
0.9253788895088721,3.6873838013293696,2.6996986865997314,-0.5501193559052897,29,,,0.8529436597185606,0,calce_CS2_33
0.155943182667432,4.007032927344827,3.941688299179077,-0.550146700704799,30,,,0.14373652829179243,0,calce_CS2_33
1.057609024460525,3.723227750589919,2.6996986865997314,-0.5501600342758736,31,,,0.9748233097834117,0,calce_CS2_33
1.057769232429099,3.7234078159659716,2.6998608112335205,-0.5501098346300903,32,,,0.9749709772659757,0,calce_CS2_33
1.059861889228463,3.7249484622580376,2.6996986865997314,-0.5501508623616308,33,,,0.9768998286469833,0,calce_CS2_33
1.0643116362639704,3.7342743254722435,2.6996986865997314,-0.5501609117426771,34,,,0.9810012659764018,0,calce_CS2_33
1.0621785936637673,3.7307683932475553,2.6998608112335205,-0.5501300993128719,35,,,0.9790351900453651,0,calce_CS2_33
1.0577529797200826,3.7240717697552856,2.6996986865997314,-0.5501206468614898,36,,,0.9749559967587846,0,calce_CS2_33
1.0575660975580936,3.7244041037661835,2.6998608112335205,-0.5501268252794324,37,,,0.9747837430398051,0,calce_CS2_33
1.0568874774610588,3.7230796629778817,2.6996986865997314,-0.5501160130480328,38,,,0.9741582428088341,0,calce_CS2_33
1.0602138198753597,3.7291214669871535,2.6998608112335205,-0.550129330311066,39,,,0.977224211467182,0,calce_CS2_33
1.0617246870010923,3.7335464770977316,2.6998608112335205,-0.5501577833778838,40,,,0.9786168135139552,0,calce_CS2_33
1.0555453371505799,3.7243780411522964,2.6998608112335205,-0.5501002540876125,41,,,0.9729211602675594,0,calce_CS2_33
1.0556071618118903,3.721682924057793,2.6995368003845215,-0.5500905270740198,42,,,0.9729781455235197,0,calce_CS2_33
1.0553373586204717,3.72553642042752,2.6998608112335205,-0.550067677580077,43,,,0.9727294615259687,0,calce_CS2_33
1.0556207647060898,3.722564492614484,2.6998608112335205,-0.5501221914659754,44,,,0.9729906836335769,0,calce_CS2_33
